,timestamp,likes,retweets,source,length,sentiment,tweet
37,2018-10-28 03:34:28,0,0,Twitter for iPhone,62,0,@SimonBooks Tucker Carlson and those like him are the problem.
38,2018-10-28 03:33:11,0,0,Twitter Web Client,226,1,"@Dcembrrr @MystiBerry @chick_in_kiev Not to mention it's important to research far Right sites like Stormfront and 4chan is the pipeline from those sites to more mainstream ones.
https://t.co/te6ugWFHzD https://t.co/YGXOgYUAM6"
39,2018-10-28 03:32:37,1,1,Twitter for iPhone,98,1,FULL Tucker Carlson vs. Cenk Uygur of Young Turks Debate - Politicon 2018! https://t.co/OvHpPndxQz
40,2018-10-28 03:31:30,0,0,Twitter for iPad,308,1,"@MichaelAvenatti @TuckerCarlson Tucker Carlson is like most of the other Murdoch paid toadies who hide behind Fox and spew their lies and deflections but are too cowardly to appear in person and debate issues with real people like you. Only the Ignorants pay attention to them, but the Murdochs are to blame."
41,2018-10-28 03:29:57,0,0,Twitter for iPhone,83,1,@HopeSalinger @sam_vinograd Yea really thank Tucker Carlson https://t.co/1QNDt9Y4Gp
42,2018-10-28 03:27:08,0,0,Twitter Web Client,96,1,"Tucker Carlson on Trump, Mainstream Media, and Revolution (Full Episode) https://t.co/KS2IEUOQCr"
43,2018-10-28 03:26:48,0,0,Twitter for iPhone,91,0,Tucker Carlson Takes on the Ruling Class in Our Exclusive Interview https://t.co/oAdFryVQXf
44,2018-10-28 03:25:01,0,0,Facebook,96,-1,'Rot in the Grave': 9/11 Widow Harassed by Leftist Protester in Portland https://t.co/pEV9stV50f
45,2018-10-28 03:24:30,8,2,Twitter for iPhone,178,1,@DavidAFrench @brithume @RichLowry @matthewjdowd Nonsense. Tucker and ingraham both have active neo nazi and white supremacist viewers. They have stated so. Particularly Carlson.
46,2018-10-28 03:22:08,1,0,Twitter Web Client,186,0,"@DavidAFrench @matthewjdowd @ElieFinegold @RichLowry @brithume Have a feeling folks like Tucker Carlson, Lou Dobbs, and Sean Hannity handled the Caravan with a slightly different nuance."
47,2018-10-28 03:19:14,0,0,Twitter for iPhone,85,0,"@thehill @foxnews and @TuckerCarlson promote them on the air

https://t.co/JTMxtGntuw"
48,2018-10-28 03:17:18,0,0,Twitter Web Client,109,0,Tucker Carlson wonders aloud why the country is so divided. Twitter hands him his ass https://t.co/9Zw80B8mNc
49,2018-10-28 03:16:16,0,0,Twitter Web Client,313,-1,"@DavidAFrench @brithume @RichLowry @matthewjdowd Are you for real, Have you watched them lately. Good grief. Tucker Carlson's set needs Tiki torches. The entire George Soros, caravan conspiracy theory pushing by multiple anchors. Wake up David. At least 1/2 of Fox's viewership is the alt-right crowd. Good grief."
50,2018-10-28 03:16:08,1,0,Twitter for iPhone,49,0,Tucker Carlson is a mood! https://t.co/6PztzVQNIn
51,2018-10-28 03:12:55,67,19,Twitter Web Client,258,1,"Lou Dobbs has been a trailblazer in terms of normalizing far right leaders, organization, policies and rhetoric on national tv. He is the original Tucker Carlson. Incidentally, he started doing it on @CNN before moving to @FoxBusiness https://t.co/JMuG9Ht0zA"
52,2018-10-28 03:07:26,2,0,Twitter for iPhone,252,0,"@worstquality @here4bret @DavidAFrench @RichLowry @brithume @matthewjdowd Lou Dobbs, Laura Ingraham, Tucker Carlson and Sean Hannity are all brain poison beemed into people's hours a day and they think people get these ideas in 2018 from....Mein Kampf."
53,2018-10-28 03:06:34,0,0,Twitter Web Client,183,0,@DeplrbleRzistr I see Tucker Carlson denying Avenatti a chance to spew his BS on his show... hoping he just fades away into obscurity with whatever STD he contracted from his clients!
54,2018-10-28 03:03:13,0,0,Twitter Web Client,178,1,"@ChristopherHahn @FoxNews @YouTube For shit's sake, Hahn. You got schooled by Tucker-friggin'-Carlson. Cash Fox's check and call it a learning experience. You got played. Own it."
55,2018-10-28 03:02:12,1,0,Twitter for iPad,87,-1,I’d love to see you debate/discuss wit the idiot Tucker Carlson https://t.co/D6Lbj84lDV
56,2018-10-28 03:01:18,0,0,Twitter for iPad,110,1,@MichaelAvenatti @TuckerCarlson Ha!  You really think Tucker Carlson reads tweets from the #CreepyPornLawyer ?
57,2018-10-28 02:59:33,0,0,Twitter Web Client,166,1,READ: Tucker Carlson Tweets ‘How’d We Get to a Place Where It’s Normal That Two Parts of the Country Despise Each Other?’ https://t.co/w2PJjPPlLh via @teadoffliberals
58,2018-10-28 02:56:48,0,0,Twitter Web Client,139,1,Tucker Carlson on The Adam Carolla Show https://t.co/0D31JwEJRW via @YouTube Good show...could watch Tucker 24 hours a day...great mind....
59,2018-10-28 02:54:25,0,0,Google,133,1,I liked a @YouTube video https://t.co/lOTjtM9S8D 'Is This The Future Of Democratic Party?'- Tucker Carlson REACTS To Radical Democrat
60,2018-10-28 02:50:31,0,0,Twitter for iPhone,98,0,@HeerJeet @Paulatics Not only that. Tucker Carlson has repeated that theory (in part) on his show.
61,2018-10-28 02:45:07,2,0,Twitter Web Client,202,1,@truce28 @MichaelAvenatti @TuckerCarlson LOL.  Do some research.  Tucker Carlson is one of the sharpest political minds in the world whether you agree or not with his politics.   https://t.co/SDrUsYFUy2
62,2018-10-28 02:41:53,0,0,Twitter for iPhone,48,1,@TylerIAm Love that Tucker Carlson ain’t welcome
63,2018-10-28 02:41:52,1,0,Twitter Web Client,265,1,"2/ Every time Trump, Ted Cruz, Kevin McCarthy, Sean Hannity, Tucker Carlson, Jeanine Pirro &amp; their Fox News ilk, Rush Limbaugh &amp; his ilk, Alex Jones &amp; his alt-right conspiracy theorists, every time they say ""Soros"" they embolden the anti-semitic haters."
64,2018-10-28 02:37:31,1,0,Twitter Web Client,290,1,"@MichaelAvenatti @TuckerCarlson I'm sure Michael Avenatti is a brilliant lawyer but honestly, today, right now, I'm so sick of insults. Sick of it. And why bother trying to get on ""show"" - it's entertainment not news - with Tucker Carlson? This is a rhetorical question - please don't @ me."
65,2018-10-28 02:37:18,2,1,Twitter for iPhone,81,1,@MichaelAvenatti @TuckerCarlson You have more to worry about than Tucker Carlson.
66,2018-10-28 02:33:07,1,1,Twitter Web Client,109,0,Tucker Carlson wonders aloud why the country is so divided. Twitter hands him his ass https://t.co/L55YkOU0qk
67,2018-10-28 02:32:47,1,0,Twitter for iPhone,214,1,"@FoxNews Fire Lou Dobbs, Tucker Carlson, Sean Hannity, Laura Ingraham, and the clowns on Fox &amp; Friends. Stop demonizing George Soros. Use factual evidence. Quit promoting racist lies. That would be a good start"
68,2018-10-28 02:32:37,2,1,Twitter for iPhone,95,0,@MichaelAvenatti @TuckerCarlson Didn’t you already get owned by Tucker Carlson on his show? CPL
69,2018-10-28 02:26:38,0,0,Twitter for Android,205,1,"@brianstelter And on cable TV news programming. See News, Fox; Carlson, Tucker; etc. Every right wing asshole CNN, MSNBC, and others continually book on their shows, which lends those voices real credence."
70,2018-10-28 02:23:02,0,0,Twitter Lite,203,-1,"Why is it so hard for Ann Coulter, Sean Hannity, Tucker Carlson or any of those slackjawed drooling Trumps to say that they denounce Radical Rightwing Terrorism?  Why can't they even call it by its name?"
71,2018-10-28 02:22:52,1,1,Twitter Web Client,129,0,"@TuckerCarlson Tucker Carlson, a man who has blood on his hands, dares to question how this is happening?
https://t.co/6Us8sKnGdQ"
72,2018-10-28 02:21:49,0,0,Twitter for iPad,60,1,@JRubinBlogger Don’t forget Tucker “White Is Right” Carlson.
73,2018-10-28 02:21:34,1,0,Twitter for iPhone,99,0,"@brianstelter @murphy_paulp @foxnews and @TuckerCarlson have promoted Gab 

https://t.co/JTMxtGntuw"
74,2018-10-28 02:20:46,3,1,Twitter Web Client,269,-1,"Yes James and Lachland, YOU. OWN. THIS. IT'S FAKE NEWS. LOU DOBBS, TUCKER CARLSON, SEAN HANNITY, LAURA INGRAHAM, ALL FAKE NEWS ""ANCHORS"" ALL FAKE, ALL LIARS, BOYCOTT FOX SO CALLED NEWS, BOYCOTT FAKE FOX NEWS, YOU OWN THIS MURDOCH'S YOU OWN THIS! https://t.co/cECqycgVOt"
75,2018-10-28 02:20:36,0,0,Twitter for iPhone,232,-1,@MichaelAvenatti Haha ambulance chasing racist creepy porn lawyer got mopped up from tucker Carlson last time they debated let me just state a fact creepy racist porn lawyer twist his words &amp; lies for a living think people think
76,2018-10-28 02:20:31,1,0,Twitter Web Client,224,1,Steyn and Tucker on More Violence and Less Speech https://t.co/qbeYtp3nQJ via @YouTube Mark Steyn and Tucker Carlson discuss the increasing assumption that there are no longer two sides to every story #FreeSpeech #censorship
77,2018-10-28 02:19:23,0,0,Twitter Lite,177,-1,"@JRubinBlogger We must hold the Murdochs accountable. They fund the hate. And we must add most people at Fox on the list: Tucker Carlson, Hannity, Pirro, Fox &amp; Friends, etc."
78,2018-10-28 02:14:12,0,0,Google,133,1,I liked a @YouTube video https://t.co/sxNOtePVyJ 'Is This The Future Of Democratic Party?'- Tucker Carlson REACTS To Radical Democrat
79,2018-10-28 02:13:41,0,0,Twitter for iPhone,141,-1,"@MichaelAvenatti @TuckerCarlson MA, if you were in the same room as Tucker Carlson he would wet his pants in fear and stutter for 15 minutes."
80,2018-10-28 02:12:26,0,0,Twitter Web Client,64,-1,@JRubinBlogger I'd put Tucker Carlson at the head of that parade
81,2018-10-28 02:10:19,1,0,Twitter for iPad,272,-1,Without a doubt these events across the country fill the vacuum left by #TrumpLies and his people with their muddled acceptance of racism as “nationalism” and the #FixNews Tucker Carlson and his anti diversity pablum and we are all in this together https://t.co/HWfHKbDefN
82,2018-10-28 02:09:29,0,0,Twitter Lite,291,1,"@TRAregretkoishi a bit off from the subject, but i've been meaning to read tucker carlson's new book. other than NJF and *maybe* a few others, I agree w/most everything he says, it's very cohesive (though most of his stuff is just posing questions...). the cenk/carlson debate was phenomenal"
83,2018-10-28 02:09:24,50,5,Twitter for iPad,45,0,@JRubinBlogger and hannity and tucker carlson
84,2018-10-28 02:06:00,0,0,Twitter Web Client,109,0,Tucker Carlson wonders aloud why the country is so divided. Twitter hands him his ass https://t.co/IIynfZuikg
85,2018-10-28 02:04:48,0,0,Google,114,1,"I liked a @YouTube video https://t.co/v0rv7kFC6e Tucker Carlson on the Republican Party, Trump, and Racism (Pt. 1)"
86,2018-10-28 02:02:04,0,0,Twitter Web Client,112,0,'Is This The Future Of Democratic Party?'- Tucker Carlson REACTS To Radi... https://t.co/AhMS6xUurX via @YouTube
87,2018-10-28 01:57:25,0,0,Twitter for iPhone,178,-1,"@Amy_Siskind @LouDobbs Does anyone else notice the stupid expression on the faces of FoxNews? Lou Dobbs, Hannity, Tucker Carlson? They look brainwashed. Remember Patricia Hearst?"
88,2018-10-28 01:57:02,0,0,Twitter for iPhone,180,0,"@BillKristol Nope- watch interview with tucker Carlson and mark Hetfield from @hias after the #muslimban. The hias hatred has been growing, fostered by @FoxNews and Stephen Miller."
89,2018-10-28 01:55:06,5,6,Twitter for iPhone,137,-1,"@slpng_giants @DeeLoralei @FoxNews Fox and @TuckerCarlson also promote GAB the hate site the terrorist was using

https://t.co/JTMxtGntuw"
90,2018-10-28 01:53:02,0,0,Twitter for iPhone,190,-1,"@MichaelAvenatti @TuckerCarlson You don’t want any of Tucker Carlson it would just be another in a long line of failures for you Mr Porn Star, soon to be Divorced and Broke Ambulance Chaser!"
91,2018-10-28 01:51:23,1,0,Twitter Web Client,234,-1,"@Someone66321 @Alba_Dawn Yes, there is a difference between propaganda and fact based analysis. Tucker Carlson misrepresents all sorts of truth on his show. Don't expect this book to be any different. He'll sell to those already sold."
92,2018-10-28 01:51:11,0,0,Twitter for iPhone,112,0,'Is This The Future Of Democratic Party?'- Tucker Carlson REACTS To Radi... https://t.co/kOWZwhlgsN via @YouTube
93,2018-10-28 01:44:50,0,0,Twitter Web Client,112,0,'Is This The Future Of Democratic Party?'- Tucker Carlson REACTS To Radi... https://t.co/dkFTtUliF6 via @YouTube
94,2018-10-28 01:43:40,0,0,Twitter for iPhone,129,1,@SimonBooks Tucker Carlson in a moment of honest evaluation visualizes the sinking ship America has become under @realDonaldTrump
95,2018-10-28 01:41:59,0,1,Twitter for iPhone,121,1,"“On Fox News, Tucker Carlson promotes white nationalist social media site

JUDD LEGUM
1 year ago” https://t.co/SDTrVCpIW3"
96,2018-10-28 01:40:34,4,0,Twitter for iPhone,264,0,"@AJUpFront @mehdirhasan McConnell, Pompeo, Tom Cotton, Lindsey Graham, Bolton, Ted Cruz, Hillary Clinton, Bill Gates, David Koch, Boris Johnson, David Milliband, Dick Cheney, Tom Friedman, Justice Kennedy, The Rock, Tucker Carlson, Jordan Peterson, Adel-al-Jubeir."
97,2018-10-28 01:39:22,0,0,Twitter Web Client,91,0,Tucker Carlson Takes on the Ruling Class in Our Exclusive Interview https://t.co/ppx7YWL3J5
98,2018-10-28 01:37:54,0,0,Twitter for Android,83,1,"@BarackObama @JoyAnnReid Tucker Carlson is known to promote ""gab"" social media site"
99,2018-10-28 01:37:21,0,0,Twitter for Android,53,0,@dryadboy @Bensvoice He's blinking in Tucker Carlson.
100,2018-10-28 01:37:04,0,0,Twitter Web Client,109,0,Tucker Carlson wonders aloud why the country is so divided. Twitter hands him his ass https://t.co/7xrhNlksYA
101,2018-10-28 01:35:29,0,0,TweetDeck,202,-1,Tucker Carlson... change happens all the time. Let's change for the good. Let's go forward to a time where white supremacists don't spew hate &amp; division from the White House. https://t.co/MBlCWWgnem
102,2018-10-28 01:34:02,0,0,Twitter Web Client,246,1,He’s also wondering why a man clearly influenced by Donald Trump’s and Carlson’s own rhetoric is the top suspect in a domestic terrorist action aimed at assassinating a series of Democratic leaders and media personalities. https://t.co/sQj34DfCQA
103,2018-10-28 01:31:26,0,0,Twitter Web Client,64,0,@TuckerCarlson Stop scaremongering then. https://t.co/Oj2dL32qFZ
104,2018-10-28 01:31:22,0,0,Twitter for iPhone,246,-1,"@hazeleyesgirl2 Nothing wrong with having 1:1024 parts ""other""DNA, might be able to claim native Cherokee too 🤔As Tucker Carlson professes, it's not makes u that counts, cos' u can't help it; it's your actions which is a truer measure of who ur 🤔"
105,2018-10-28 01:26:19,0,0,Google,129,1,I liked a @YouTube video https://t.co/ZDFubBkgP7 FULL Tucker Carlson vs. Cenk Uygur of Young Turks Debate - Politicon 2018! (BEST
106,2018-10-28 01:26:14,5,0,Twitter for iPhone,172,-1,"@FoxNews If Fox wants to “unite” why do they continue to have anti-semites like Lou Dobbs &amp; Ann Coulter &amp; Laura Ingraham &amp; Tucker Carlson, speak hate on camera?"
107,2018-10-28 01:25:56,0,0,Twitter for Android,216,-1,"@GilverPrime I'm not defending CNN, I'm just waiting on the ones who call MSM fake news, to show me any Trump story they've reported on that's false or a lie. No one has done it yet. Tucker Carlson? That's hilarious."
108,2018-10-28 01:23:54,0,0,Twitter for iPhone,216,-1,1 of 2: That interview O'Rourke had with Tucker Carlson was crazy. Tucker asked why he supports spending money on healthcare for people in this country illegally. Short was because it's the compassionate thing to do.
109,2018-10-28 01:19:17,0,0,Twitter for Android,291,1,@RealChampBeer Watch Tucker Carlson's debate with Cenk Uygur. First debate I've ever seen that was an actual conversation between two opposing view points. I even watched a follow up video where Uygur admitted he had a whole stash of hurtful comebacks and he never got a chance to used them.
110,2018-10-28 01:18:22,0,0,Twitter for Android,191,-1,"@RepSwalwell @mcgT I wish someone cared enough for you to tell you how incompetent you are.

https://t.co/e6tOaDMcpO

https://t.co/Hg1JGhetaW

https://t.co/i1KM6pmG3D

https://t.co/XG3CH5quVD"
111,2018-10-28 01:17:05,2,1,Crowdfire - Go Big,96,1,"On Fox News, Tucker Carlson promotes white nationalist social media site https://t.co/0KskGRN7Yv"
112,2018-10-28 01:15:33,0,0,Twitter Web Client,109,1,Shenanigan Free Press: Soros’ Caravan Grows Plus Tucker Carlson’s Book ‘Ship of Fools https://t.co/jzeRD98Rw5
113,2018-10-28 01:15:32,0,0,Twitter Web Client,304,1,"#CorpMedia #Idiocracy #Oligarchs #MegaBanks vs #Union #Occupy #NoDAPL #BLM #SDF #DACA #Humanity

It's OK to Be White: How Fox News Is Helping to Spread Neo-Nazi Propaganda

https://t.co/kuNIzDHo74

It was a Friday night in early November and Fox News host Tucker Carlson was pr... https://t.co/8JiHkZf8Do"
114,2018-10-28 01:14:55,0,0,Twitter Web Client,109,0,Tucker Carlson wonders aloud why the country is so divided. Twitter hands him his ass https://t.co/roSEwgjigZ
115,2018-10-28 01:13:54,0,0,Twitter Lite,234,1,"@AvoidTIMtation I'm sure there are hundreds. You can't seriously be defending CNN right now, that's like me defending Fox News. The only conservative Fox News affiliate I'll ever tolerate is Tucker Carlson and any libertarian segment."
116,2018-10-28 01:12:40,0,0,Twitter Web Client,153,0,#WalkAwayMarch #WWG1WGA #VoteRedSaveAmerica2018 #VoteRed #MAGA #WalkAwayFromDemocrats Read Tucker Carlson's Ship of Fools book... https://t.co/eFKNxr7tct
117,2018-10-28 01:12:36,0,0,Twitter Web Client,112,1,@SimonBooks Tucker Carlson is a fear monger... without FOX he would be the grand wizard of his fathers basement.
118,2018-10-28 01:11:56,0,0,Twitter Web Client,153,0,#WalkAwayMarch #WWG1WGA #VoteRedSaveAmerica2018 #VoteRed #MAGA #WalkAwayFromDemocrats Read Tucker Carlson's Ship of Fools book... https://t.co/besgD0rxHh
119,2018-10-28 01:11:38,1,0,Twitter Web Client,153,0,#WalkAwayMarch #WWG1WGA #VoteRedSaveAmerica2018 #VoteRed #MAGA #WalkAwayFromDemocrats Read Tucker Carlson's Ship of Fools book... https://t.co/9QyVODAOIg
120,2018-10-28 01:11:22,0,0,Google,129,1,I liked a @YouTube video https://t.co/VCXDn5Emk6 FULL Tucker Carlson vs. Cenk Uygur of Young Turks Debate - Politicon 2018! (BEST
121,2018-10-28 01:11:00,1,0,Twitter Lite,115,1,Tucker Carlson of FOX wants to know how America got here! Anybody have a mirror he can use? https://t.co/aMXSlo67Ni
122,2018-10-28 01:10:03,1,0,Twitter for Android,122,0,"@MichaelAvenatti @TuckerCarlson Of course tucker carlson is a coward. I believe all trumpstained are cowards, aren't they?"
123,2018-10-28 01:09:22,0,1,Google,119,0,"Fox News | Tucker Carlson Tonight 10/28/2018 | Breaking Fox News October 28, 2018: https://t.co/Q3QNFDUXGt via @YouTube"
124,2018-10-28 01:07:55,0,0,Twitter for iPhone,233,1,"Good god she is a terrible Anchor host. Let her get the real Judge Janine, Tucker Carlson and Laura Ingles coffee. Never let her on the air again. Everyone knows what she is she already showed her true colors. https://t.co/8VUBEWuiJB"
125,2018-10-28 01:07:51,1,1,Twitter for Android,130,0,Tucker Carlson wonders aloud why the country is so divided. Twitter hands him his ass https://t.co/G8qxLLcfsX via @dailysoundnfury
