,timestamp,likes,retweets,source,length,sentiment,tweet
37,2018-10-31 01:03:10,0,0,Twitter for iPhone,234,1,"@Lrihendry @Breaking911 Add them to the list...

🚫 ben &amp; Jerry’s
🚫 nike 
🚫 national felon’s league
🚫 lebron anything
🚫 ...

C’mon deplorables, help me complete the list!
 
#BoycottBenAndJerrys
#StandForTheAnthem
#MAGA
#RedWave2018"
38,2018-10-31 01:03:02,0,0,Twitter for iPhone,73,0,@BDawsonWrites Will you trade for LeBron as well? Tell Presti to do that.
39,2018-10-31 01:03:01,0,0,Google,91,1,I liked a @YouTube video https://t.co/x24eMnP94R Who's The Greatest Ever? LeBron or Jordan?
40,2018-10-31 01:02:52,0,0,Twitter for iPhone,95,0,I voted #TeamLarryLegend on @TheTylt. No one destroyed souls like Bird! https://t.co/X4JgLqs9Cc
41,2018-10-31 01:02:41,0,0,Twitter for iPhone,161,1,@dubsfan_james @NBA @Timberwolves Lmao you forgot that Kevin love and kyrie was injured and lebron still took that Cavs team to 6 games with Steph klay and dray?
42,2018-10-31 01:02:28,0,0,Twitter for Android,44,-1,@Steve_OS He been around lebron too long 🤣🤣🤣
43,2018-10-31 01:02:15,0,0,Twitter for Android,51,1,Cavs finally getting their first win without LeBron
44,2018-10-31 01:02:07,1,0,Twitter for Android,63,0,"Next to Lebron, Kawhi has the highest basketball IQ in the NBA."
45,2018-10-31 01:01:58,87,11,Twitter for iPhone,80,0,PJ Tucker wearing the Nike LeBron 8 against the Blazers. https://t.co/PeNvfDP2gD
46,2018-10-31 01:01:34,0,0,Twitter for iPhone,53,1,"@joshuaknott28 Jordan &gt; Lebron 

Lmao I’m kidding."
47,2018-10-31 01:01:31,0,0,Twitter for iPhone,150,0,Hey @Money23Green Kawhi D’s up Lebron. You blew a 3-1 Lead in the NBA Finals and had to recruit @KDTrey5 to help you beat him. https://t.co/W9PsBMNw2F
48,2018-10-31 01:01:06,0,0,Twitter for iPhone,160,-1,This man lived two doors down from me last year and now he has action shots with Lebron James and I’m still failing my classes goodnight https://t.co/kxU3ir4D6r
49,2018-10-31 01:01:01,0,0,Twitter for Android,162,1,I'm watching the #Sixers and I don't see how people were saying lebron would struggle to fit into this rotation. He could do Saric's job if he was with the sixers
50,2018-10-31 01:00:57,0,0,Twitter for iPhone,67,0,@bennegan_38 agree to disagree 🤝 Lebron didn’t drop College Dropout
51,2018-10-31 01:00:57,0,0,Twitter for iPhone,111,-1,Can't believe Cavs couldn't host an all star game while they had LeBron the past 4 years. It should've happened
52,2018-10-31 01:00:47,0,0,Twitter Web Client,187,0,@timberge4 @sixers @NBCSPhilly @NBATV @975TheFanatic it is really just talent he has not done shit if simmons and embiid left this team would suck look at the cavs after LeBron left trash
53,2018-10-31 01:00:41,1,0,Twitter Web Client,51,1,That was LeBron Era ball-swinging right there #Cavs
54,2018-10-31 01:00:40,0,0,Twitter Web Client,168,1,"@mpirichian Defense, what LeBron USED to have, and why he was able to lead teams to 60 win seasons and be able to make his teams a serious contender for a championship."
55,2018-10-31 01:00:35,0,0,Twitter for iPhone,135,0,"@tvbassine I’d bet LeBron is in there. I’d add Giannis.... And I’d say Harden if he wasn’t out... But screw it, I’ll say Harden anyway."
56,2018-10-31 01:00:22,0,0,Twitter Web Client,169,0,"LeBron James Reacts to Tyronn Lue Being Fired as a Cavaliers Head Coach https://t.co/qAR6hUvbwt via @YouTube

#TyronnLue #lebron #Cavaliers #cavs #lebronjames #kingjames"
57,2018-10-31 01:00:15,2,0,Hootsuite Inc.,93,-1,Nike just dropped Kaepernick apparel previously worn by LeBron James 👑https://t.co/jgmbbt5PC2
58,2018-10-31 01:00:08,0,0,Twitter for Android,88,0,"Beto O’Rourke Has Been Endorsed By Celebrities Like LeBron James
https://t.co/HMWznY0sZu"
59,2018-10-31 01:00:07,0,0,Twitter for iPhone,87,1,Why would the best player in the world want to play with Lebron https://t.co/U8B3JK7ciB
60,2018-10-31 00:59:40,0,0,Twitter for iPhone,214,1,@RealJamesWoods I bet lebron didn’t think it through nor the hollyweird “elites”. But they have part time residency and are taxed in the cheap states to live. Yet they preach to you to vote for corrupt politicians.
61,2018-10-31 00:59:28,0,0,Twitter for Android,122,1,@J_Dub23_1 @_en_te_rp_ri_se @kanyewest watch the LeBron elpdcast w/ him. Then tell me Ye didn't just hijack his story lol.
62,2018-10-31 00:59:16,0,0,Google,91,1,I liked a @YouTube video https://t.co/ZjVPnRPIV8 Who's The Greatest Ever? LeBron or Jordan?
63,2018-10-31 00:59:15,29,0,TweetDeck,126,-1,"Of all of the random vets who have played in Cleveland thanks to LeBron, it's a shame that Vince Carter was never one of them."
64,2018-10-31 00:59:06,0,0,Twitter for iPhone,180,1,"@jojowarrick But Lebron has 3 rings and Rodgers only has 1 so you can’t really compare that. Rodgers talent is undeniable for sure, but as far as pure overall greatness, it’s Brady"
65,2018-10-31 00:58:56,6,2,TweetDeck,118,-1,"Alright, I like the LeBron ""No pressure"" commercial, but I'm tired of it coming on during every timeout on League Pass"
66,2018-10-31 00:58:55,0,0,Twitter for iPhone,300,1,"Do you ever wonder if maybe this has something to do with the fact that we’ve seen LeBron do a ton of winning with limited rosters? So his success is validated.

Meanwhile the one time KD played without a co-star he got locked up by Tony Allen and flamed out in the 2nd round. https://t.co/C74VeZtxGT"
67,2018-10-31 00:58:54,0,0,Twitter for iPhone,33,1,@ESPNNBA @NBA Better than Lebron?
68,2018-10-31 00:58:53,0,0,Twitter for iPhone,103,1,I voted #ComeBackKobe on @TheTylt. He only needs one more ring to catch Jordan! https://t.co/hmFL7jsezg
69,2018-10-31 00:58:39,0,0,Twitter for iPhone,197,1,"@TAizenberg Exactly... 2 players who don’t get as much credit as they deserve amongst the majority of people. Obviously Lebron has Stans, but there’s a shit ton of haters who don’t give him credit."
70,2018-10-31 00:58:18,0,0,Twitter for iPhone,280,1,IDK about you people but doesn't Lebron look slow compared to the rest of the team. Besides Zubac. Also wouldnt it be better to slow down so the Lakers don't make so many mistakes. Playing fast only works when you do it better than the other team. E.g. Less turnovers more buckets
71,2018-10-31 00:58:03,1,0,ReverbNation,152,0,"KANON LEBRON MUSIC has a show on 11/01/2018 at 08:00 PM @ The Aggie Theater in Fort Collins, CO https://t.co/Ctwh9ihEji #concert https://t.co/uvHR3iC3cy"
72,2018-10-31 00:57:59,0,0,Twitter for iPhone,39,0,@lebron__lames wanna bake cookies w me?
73,2018-10-31 00:57:58,0,0,Twitter Web Client,400,-1,@C_RodSportsLA @CAMPEON_PAPI @red_sniper0 @LakersTalkESPN @stephenasmith @Lakers @Timberwolves @kylekuzma @TajGibson22 @JimmyButler When Lebron gets in to his rhythm they will make the playoffs. No question about it imo. But this team is not good. They won 35 games last year. They are not a contender. You have to really give it about 25 games for him to his his stride. It took some time last year.
74,2018-10-31 00:57:48,0,0,Twitter for iPhone,54,0,@RealJamesWoods @BarackObama One of those guys LeBron?
75,2018-10-31 00:57:46,0,0,Twitter for iPhone,44,0,@TheSource Lebron can’t pass in a one on one
76,2018-10-31 00:57:32,3,0,Twitter for iPhone,116,-1,"The only annoying thing about LeBron, wants to be liked by everyone. Can’t blame him I guess https://t.co/kjmvTc7rju"
77,2018-10-31 00:57:32,3,1,Echobox Social,87,0,LeBron warns mates: ‘Don’t be around when my patience runs out’ https://t.co/LMK9yFjZZ8
78,2018-10-31 00:57:14,0,0,Twitter for iPhone,83,-1,@JacobAWohl - you could also challenge LeBron to a game of one on one.  same thing.
79,2018-10-31 00:57:09,0,0,Twitter for iPhone,41,0,LeBron overrated? https://t.co/1vvmf1jNRf
80,2018-10-31 00:57:08,0,0,Twitter for Android,301,1,@juan361canes I never liked this puss to begin with or LeBron. And I'm a die hard Lakers fan. LB is not in LA to win. LeBron is in LA to spread his brand &amp; be part of the industry. It has nothing to do about winning. I've been a Kobe fan &amp; the only way LeBron will change my mind. Win a title.
81,2018-10-31 00:56:57,0,0,Twitter for iPhone,272,1,"@forumbluegold Great stats and this is true. I think his defense would be better too if Luke stops playing him out of his best position. Kuz can’t guard centers or most PF’s. His best position is at SF. The best lineup is Ball, Ingram, Kuz, LeBron and JaVale at the 1-5..."
82,2018-10-31 00:56:56,0,0,Twitter for iPhone,54,0,@Number1ballerr @kinggkaleb Lebron not a Celtic killer
83,2018-10-31 00:56:55,0,0,Twitter for iPhone,112,-1,Hassan going off in Miami or just DWade playing out of his mind against LeBron as usual? https://t.co/P8cHRnA3pn
84,2018-10-31 00:56:37,0,2,Twitter for iPhone,279,1,(Listening to offers)Pre-owned Dolphins Lebron Xs $80 Shipped size 10.5 invoiced All RTs appreciated. @Sneakerchief23 @Sneaker_Zombie @RetailTuesday @MicNice @sneakersteal @SCOOP208 @AnotherReseller #Retailtuesday @SellKicksSunday @CopThese @SneakerSteals https://t.co/1TLjhq43wi
85,2018-10-31 00:56:35,1,0,Twitter for iPhone,93,0,"@DeMarcusRFNET @Briannichol Lol. I hate Drake, like LeBron but actually like that comparison."
86,2018-10-31 00:56:32,0,0,Twitter for iPhone,151,0,@coreymaurice We beat the bucks and Lebron Cavs on that streak. Definitely not contenders rn. But a lot changes in a season. Last year is prime example
87,2018-10-31 00:56:07,0,0,Twitter for Android,240,1,"@OVOZo__ Bruh ur crazy. Here's some more stats.
LeBron:
2pa - 15.5
3pa 4.1
Jimmy:
2pa-9.2
3pa - 2.6
Below is the break down of shots by distance (Jimmy/LeBron). It's almost identical. LeBron is just a better shooter. https://t.co/LSoCI74Wh7"
88,2018-10-31 00:55:50,0,0,Twitter for iPhone,149,1,Watch Draymond Green on LeBron being the best player in the NBA on HBO's (The Shop) https://t.co/pV8L1LozAB on YouTube. I found it on Bing! via @Bing
89,2018-10-31 00:55:46,20,1,Twitter Web Client,128,-1,theres like an 85 percent chance kanye just really wanted front row seats to a lakers game and lebron was like chill chill chill
90,2018-10-31 00:55:44,0,0,Twitter for iPhone,111,0,“Some girls are the LeBron James of playing  mind games and switch the home team up everytime they mind change”
91,2018-10-31 00:55:41,0,0,Twitter Web Client,156,-1,"@GetUpESPN @JalenRose He may not be out of a job for long. If the Lakers fire Luke Walton next, Lue will be a likely replacement given his ties with LeBron."
92,2018-10-31 00:55:29,0,0,Twitter Web Client,53,1,"@MagicJohnson Be bold, trade LeBron for Anthony Davis"
93,2018-10-31 00:55:18,0,0,Google,127,1,I liked a @YouTube video https://t.co/xJmP8KTrsu LeBron James 'YOU DON'T WANT TO BE AROUND WHEN MY PATIENCE RUNS OUT' On Lakers
94,2018-10-31 00:55:10,0,0,Twitter for iPhone,45,0,Y’all Lebron haters don’t make no damn sense.
95,2018-10-31 00:55:07,0,0,Twitter for iPhone,117,1,@YUMMiESUMMiE So Floyd Mayweather strong than Lebron😂😂HE WEIGHS 140 pounds! Ive seen ppl toss up 150lbs with ONE arm!
96,2018-10-31 00:55:07,1,2,Hootsuite Inc.,111,1,LeBron James on a Show Down with Michael Jordan: ‘IM READY!!!!’ https://t.co/3ot3x7AZ3u https://t.co/JNRExEMWDK
97,2018-10-31 00:54:56,0,0,Twitter Web Client,67,0,I wouldn't want to play with LeBron either. https://t.co/pykckuzI5f
98,2018-10-31 00:54:51,0,0,Twitter for Android,186,1,"@SportsCenter Lebron is getting hit with a charge 100% of the time of he did this push off. Harden, curry, kyrie, etc.. all get passes because the NBA wants more than one dominant player"
99,2018-10-31 00:54:49,0,0,Twitter Web Client,89,-1,"skip said butler daggered lebron

as a jamaican

no mon fi dagger next mon

fucking PAUSE"
100,2018-10-31 00:54:49,0,0,Twitter for Android,60,0,Imagine a dunk contest between Lebron James and Vince Carter
101,2018-10-31 00:54:48,0,0,Staged Marketing Toolsuite,125,1,LeBron James Turns Into Magic Johnson&amp;Fools Entire Nuggets With Showtime！ https://t.co/SzB583ntBl https://t.co/guyAX07ZOh
102,2018-10-31 00:54:19,0,0,StockX Market,116,1,Lowest Ask: $60 LeBron 15 Black Bright Crimson (GS) Sz. 5.5Y https://t.co/f8F4ZG58n6 #lebron https://t.co/3tGxIN8PhH
103,2018-10-31 00:54:14,0,0,Twitter for iPhone,40,0,left and came back like lebron heat days
104,2018-10-31 00:54:07,0,0,Twitter for Android,154,1,@AlKaNaNi23 Go look it up then lol. But so far the truth is on my side. The West regularly kicks LeBron ass - it is what it is. Let me know what you find.
105,2018-10-31 00:54:00,0,0,Twitter for iPhone,97,0,I voted #StayRetiredKobe on @TheTylt. Enjoy your life away from the game! https://t.co/4v1hJCLK5j
106,2018-10-31 00:53:56,0,0,Twitter for iPhone,79,0,@BrandonBJustice Don’t forget you’ve watched Lebron lose in the finals 6 times.
107,2018-10-31 00:53:24,0,0,Twitter for Android,89,1,"LeBron James Issues Strong Warning About His Patience Running Out
https://t.co/Ve2xlzYEpY"
108,2018-10-31 00:53:06,0,0,dlvr.it,147,-1,Dallas News Lebron James' Fast-Casual Pizzeria Has Plans for a Massive DFW Expansion - Eater Dallas https://t.co/FKVKJs46zj https://t.co/mB3RdDaEEl
109,2018-10-31 00:53:05,1,0,Twitter for iPhone,37,0,LeBron should have stayed in the East
110,2018-10-31 00:52:52,0,0,Twitter for iPhone,90,0,Thoughts on Lebron James comment about him losing his patience? 🏀🔥 https://t.co/4khTeDGzK6
111,2018-10-31 00:52:45,0,0,Twitter for Android,64,0,@bballbreakdown I guess LeBron's dunk did lasting damage to guy.
112,2018-10-31 00:52:30,0,0,Twitter for Android,35,0,Jamie Lee Curtis is my LeBron James
113,2018-10-31 00:52:28,0,0,Twitter for iPhone,131,0,@CountUppp_ Yea u can be frying and getting fried at da same time man 😂😂 like KD fries Lebron all da time but Bron still fries back
114,2018-10-31 00:52:13,0,0,Google,102,1,I liked a @YouTube video https://t.co/MzMfOOS8GN LeBron James Jr SHUTS UP Heckler! USBA Nationals 2018
115,2018-10-31 00:52:08,0,0,Twitter for iPhone,68,0,In honor of Lebron? Did he die or something? https://t.co/RyCgGArz8A
116,2018-10-31 00:51:51,0,0,Twitter Web Client,143,1,@HuffPost Really? What does LeBron supporting @BetoORourke have to do with anything? The media is superficial bullshit. https://t.co/Zdc4ej1yyP
117,2018-10-31 00:51:49,2,0,Twitter for Android,289,-1,"@ytcommenter2015 @Raptors Yeah Kawhi has never read the textbook scouting report on Simmons either like all the playoff teams have. Kawhi always does well against ball distributors that can't shoot the 3, like Lebron in 2014. It's gonna be worse in the playoffs for Simmons, that's a fact."
118,2018-10-31 00:51:45,0,0,Twitter for iPhone,82,1,@KingJames @KlayThompson This is why I love you LeBron!  Congrats @KlayThompson!!!
119,2018-10-31 00:51:34,0,0,Twitter for Android,26,0,Ballin' bigger than Lebron
120,2018-10-31 00:51:25,0,0,Twitter for iPhone,106,1,Ben Simmons is more Blake griffin than Lebron in terms of Number 1 picks. He got years before he is top 10
121,2018-10-31 00:51:24,0,0,Twitter Web Client,302,-1,"@jakeandamir @nickwiger Choose One:
1. By the grace of god the Lakers win it all this year, BUT you have to share a studio apartment with Lavar Ball for a year...and he's home A LOT. 

2. Lebron casts you in Space Jam 2, BUT you get ""hazed"" by the Banana Boat Crew. They will do horrible things to you."
122,2018-10-31 00:51:20,0,0,Twitter Web Client,92,0,@jeramimarshal I understand your Dodger loyalty.  Just don't go Lebron and the Lakers on us.
123,2018-10-31 00:51:05,0,0,Twitter for iPhone,178,1,@SpikeEskin Plus LeBron should stop the powder routine and he also needs his jerseys to be larger in the chest. He’s the greatest of all time at hand drying and jersey stretching
124,2018-10-31 00:50:51,0,0,Facebook,123,1,"Luke Walton on the hot seat after LeBron, Lakers lose again in 4th quarter- Stephen A. | First Take https://t.co/q1ELGYOGtA"
125,2018-10-31 00:50:51,6,0,Twitter for iPhone,142,1,Why did that NIKE commercial with Lebron James in high school speaking at a press conference make me tear up!? 😩😢😢 soooo freakin inspiring! 🙌🏽
126,2018-10-31 00:50:48,0,0,Twitter for iPhone,161,1,@RobParkerFS1 @Chris_Broussard  Lebron and Mike are both great and people will always argue who was better but the Legend Of MJ will always overshadow @KingJames
127,2018-10-31 00:50:42,0,0,Google,74,1,I liked a @YouTube video https://t.co/7ez8PstZmc Halloween Tombstone Prank
128,2018-10-31 00:50:38,0,0,Twitter Web Client,33,0,@SwishVIII @MiamiHEAT F*** LEBRON
129,2018-10-31 00:50:25,0,0,Twitter for Android,81,1,Lebron must've taken the fans to LA too lol. It's all new faces courtside too 😂 😂
130,2018-10-31 00:50:20,0,0,Twitter for iPhone,117,0,@YUMMiESUMMiE Do you see how Lebron be bullying them big niggas on the court? You dont think he could tackle Floyd??😂
131,2018-10-31 00:50:13,0,0,TweetDeck,181,1,"@JtheGameDev And don't you DARE cut your eyes to see if LeBron completed that play because you'll get cut for real, but the issue still stands that each of our ""7 issues"" are valid."
132,2018-10-31 00:50:07,143,34,Twitter for Android,131,0,".@taureanprince wearing the mismatched ""Equality"" LeBron 15s tonight in Cleveland in honor of LeBron James. https://t.co/ERtJMunGLI"
133,2018-10-31 00:50:05,0,0,Twitter for iPhone,98,-1,"@Summage08 The Lakers and LeBron are 2-5. If winning is the priority, he’s doing a terrible job. 😂"
134,2018-10-31 00:49:48,0,0,Twitter for iPhone,99,0,Hey @Lakers why don’t you start Josh Hart? Might not be losing 5 of 7 games even with LeBron. 🤷🏽‍♂️
135,2018-10-31 00:49:32,0,0,Google,123,1,I liked a @YouTube video https://t.co/6TRWzV0uc4 Chris Broussard on LeBron sending the wrong message after Lakers fall to 2
136,2018-10-31 00:49:30,0,0,Twitter for iPhone,151,1,@JoyOnBroad You literally scream cried about Markelle Fultz because Lebron didn’t come here. Great alternative to the hot takes on sports radio though!
137,2018-10-31 00:49:30,0,0,Twitter Web Client,196,-1,@jimmyfailla @KingJames @BetoORourke Ha! 🤣 RT: @KingJames endorsing @BetoORourke might be the strangest pairing ever. I mean one guy is absolutely lethal driving the lane. And the other is Lebron.
138,2018-10-31 00:49:21,0,0,Twitter for iPhone,110,1,@suga_ray_nathan @RealSkipBayless Because you have Lebron. Sure the hell ain’t him. Overrated and can’t shoot.
139,2018-10-31 00:49:15,0,0,Twitter for iPhone,28,1,@Kevin_U_Lebron Good one lol
140,2018-10-31 00:49:09,0,0,Twitter Lite,43,0,@TasMelas Ask lebron when will he allow it?
141,2018-10-31 00:49:09,0,0,Twitter for iPhone,327,-1,"@wristofer @Pcruc25 @simondiceeeee @anthonyVslater The articles I posted indicated what Lebron actually told/did w/ the league directly, but yours only show what he said to Windhorst. The fact is that Lebron met with the league the day after the game, and Lebron (on behalf of the Cavs) lobbied for a 2-game suspension. Period."
142,2018-10-31 00:49:07,0,0,Twitter for Android,34,-1,@NBAonTNT Masked kyrie fuck LeBron
143,2018-10-31 00:49:06,144,23,Twitter Web Client,95,0,"Another one for @taureanprince. This time the Nike LeBron 15 ""Equality"" https://t.co/YbHUPg792Y"
144,2018-10-31 00:49:03,0,0,dlvr.it,111,-1,Lebron James' Fast-Casual Pizzeria Has Plans for a Massive DFW Expansion - Eater Dallas https://t.co/09jZQ1P5Wy
145,2018-10-31 00:49:00,0,0,Twitter for iPhone,68,-1,Lebron leaves the Cavs and the Cavs might not win a game this season
146,2018-10-31 00:48:52,0,0,Twitter for iPhone,57,-1,Bruh always crying about Lebron 😂 https://t.co/d0tJlgD4AR
147,2018-10-31 00:48:46,0,1,Twitter for iPhone,94,0,@BenAxelrod Does LeBron regret leaving and will he force a trade back to Cleveland. MY COLUMN:
148,2018-10-31 00:48:45,0,0,Twitter for iPhone,133,1,"I like to think Lebron is on the phone with Larry Drew as the “LEAD lead voice” for the Cavs tonight, and that’s why they’re winning."
149,2018-10-31 00:48:43,0,0,Facebook,89,1,LeBron James Issues Strong Warning About His Patience Running Out https://t.co/Tr4pmdYHqH
150,2018-10-31 00:48:42,2,1,Twitter for iPhone,199,1,"1a. LeBron James
1b. Michael Jordan
2. Hakeem Olajuwon 
3. Magic Johnson
4. Shaquille O’Neal
5. Kareem Abdul-Jabbar
6. Tim Duncan
7. Larry Bird
8. Kobe Bryant
9. Wilt Chamberlain
10. Kevin Durant

🤒🤩"
151,2018-10-31 00:48:35,0,0,Twitter for iPhone,138,1,@stephenasmith @ESPNBooger agreed. God forbid Lebron has to go against defenses full of H&amp;R Block workers and ice cream truck drivers.
152,2018-10-31 00:48:30,0,0,Twitter Lite,191,-1,@imjxredl @Lakers I never really watched the Lakers b4  Lebron joined the team Walton is not a very good coach an his rotations are terrible. They also have the worst shooters. KCP got to go!
153,2018-10-31 00:48:18,0,0,Twitter Lite,316,1,"@jayseos3 @undisputed @ShannonSharpe '10/'11 Miami Heat
Lebron26.7 ppg
Wade25.5 ppg
Bosch18.7 ppg
Yet in'11 Finals Lebron 17.9 ppg in loss.
They were all top 5 picks in 2003 @NBA Draft-
#1- Lebron
 #4- Bosch
#5- Wade
That's a superteam. Lebron moved to play with them. 2 yrs later they were 66-16.That's a Superteam."
154,2018-10-31 00:48:08,0,0,Twitter for iPhone,95,0,I voted #TeamLarryLegend on @TheTylt. No one destroyed souls like Bird! https://t.co/RYuJn8Nk3S
155,2018-10-31 00:48:08,0,0,Twitter for iPhone,224,-1,Lebron is a little pussy. He knew EXACTLY what he was walking into. We were a team that couldnt finish games. We got him. Now what does he think HIS JOB IS?!!!!!  CLOSE THE GAME! Idiot!!! #lebron @Lakers #Definitionofanidiot
156,2018-10-31 00:48:02,1,0,Twitter for iPhone,140,1,@BBlack_Official This is coming from the guy who thinks LeBron isn’t even in the top 5 in top Lakers hahaha 🤭 DUDE IS THE GOAT OF BASKETBALL
157,2018-10-31 00:47:48,0,0,Echofon,45,0,No wonder lebron left Colin Sexton is trash!!
158,2018-10-31 00:47:39,0,0,Twitter for iPhone,41,0,Lebron James like https://t.co/Dd7joFUyNu
