,timestamp,tweet
44,2018-10-26 06:31:07,RT @cppwbb: Bronco Madness!!!!  Your 2018-2019 Cal Poly Pomona Broncos🏀🏆#LeaveYourLegacy https://t.co/XufX071psA
45,2018-10-26 05:50:29,RT @cppwbb: Bronco Madness!!!!  Your 2018-2019 Cal Poly Pomona Broncos🏀🏆#LeaveYourLegacy https://t.co/XufX071psA
46,2018-10-26 05:29:04,RT @cppwbb: Bronco Madness!!!!  Your 2018-2019 Cal Poly Pomona Broncos🏀🏆#LeaveYourLegacy https://t.co/XufX071psA
47,2018-10-26 05:25:56,RT @cppwbb: Bronco Madness!!!!  Your 2018-2019 Cal Poly Pomona Broncos🏀🏆#LeaveYourLegacy https://t.co/XufX071psA
48,2018-10-26 05:25:52,RT @cppwbb: Bronco Madness!!!!  Your 2018-2019 Cal Poly Pomona Broncos🏀🏆#LeaveYourLegacy https://t.co/XufX071psA
49,2018-10-26 05:18:24,RT @cppwbb: Bronco Madness!!!!  Your 2018-2019 Cal Poly Pomona Broncos🏀🏆#LeaveYourLegacy https://t.co/XufX071psA
50,2018-10-26 05:17:44,Bronco Madness!!!!  Your 2018-2019 Cal Poly Pomona Broncos🏀🏆#LeaveYourLegacy https://t.co/XufX071psA
51,2018-10-26 04:11:21,"M⚽️ Final: @csusbathletics 4, @CSUDHmsoccer 0. Toros close out the season against Cal Poly Pomona on Saturday. #CCAAms #DHornsUp"
52,2018-10-26 03:07:46,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
53,2018-10-26 03:02:07,"As always, my sister knows how to get my good side. @ Cal Poly Pomona Pumpkin Festival at AGRIscapes https://t.co/gC8d7qlwij"
54,2018-10-25 23:56:21,Wow I barely heard back from my parking citation appeal that happened in June. And I still have to pay. THANKS cal poly pomona
55,2018-10-25 23:27:46,I should’ve gone to cal poly Pomona
56,2018-10-25 22:14:10,"Pumpkin kisses and fall mood🍂🧡
#fallatthefarm #countrycouple @ Cal Poly Pomona Pumpkin Festival at AGRIscapes https://t.co/dkGqaWRYUo"
57,2018-10-25 21:48:59,Proud Cal Poly Pomona graduate!! Class of 89 and women’s soccer alumni! Not an engineering major but way proud of my university! https://t.co/aENc45SdUq
58,2018-10-25 20:25:00,"""Yelled ""GET THE FUCK UP OUT MY TRAPHOUSE"" at a frat party to some random dudes and they actually left. Lolololol."" - Cal Poly Pomona"
59,2018-10-25 19:53:08,Stoked to be opening for @imfigure on November 28th! Cop your tickets now this is going to sell out only $20. Going hard on my set playing from 9am - 10am. @ Cal Poly Pomona https://t.co/a8bYrEdl0J
60,2018-10-25 18:30:29,RT @FeministMajori1: We will be hosting a MARCH to VOTE at Cal Poly Pomona on the day voting opens #November6 ! Spread the word and bring y…
61,2018-10-25 18:01:45,"The whole reason I still go here is because one time a girl was like ‘where are you going to college?’ And I was like ‘cal’ and she said ‘oh, cal poly Pomona, or San Luis Obispo?’ And I got to be like ‘university of California, berkeley’ and her FACE"
62,2018-10-25 17:43:10,Going to the Cal Poly Pomona Cyber fair. https://t.co/mHJTCRaz2V
63,2018-10-25 17:35:00,"We will be hosting a MARCH to VOTE at Cal Poly Pomona on the day voting opens #November6 ! Spread the word and bring your friends, there will be FREE goodies and a chance to win T-shirts😃 Lets make this midterm election one of the highest college student turn outs! #CPPGOVOTE https://t.co/ERvrNleY6A"
64,2018-10-25 16:50:19,Having some fun at the @cppcyberfair at Cal Poly Pomona in URSA Major in the BSC. Come out to support this great event. #cppcyberfair https://t.co/rpF2w35G8Z
65,2018-10-25 16:15:31,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
66,2018-10-25 15:51:25,"Do you have a dog that loves to get decked out for Halloween? We are happy to announce our First Annual Doggie Costume Contest!🎃🐾

Contest begins at 1pm this Sunday at the Cal Poly Pomona Pumpkin Patch.

Registration begins at 11am! https://t.co/9PqjoxBkCZ"
67,2018-10-25 14:17:41,Just a light fog today at school. — at Cal Poly Pomona https://t.co/simsV4keUZ
68,2018-10-25 06:12:24,Cal Poly Pomona drops to Cal Poly Slo and we’re out of #CRL18 A tough loss because I felt we had so much to prove and we felt really strong going into this season. GG’s to my brothers in the green and gold @fortythreeRL @TwiceTheTangRL @StayatHomeSav Make it to LAN for me 😉
69,2018-10-25 03:06:52,"Yo I saw this in the bathroom stall at Cal Poly Pomona. It could be nothing, but better safe than sorry. Be careful everybody https://t.co/Wn4z8lYScn"
70,2018-10-25 02:58:53,okay okay i get wearing other university’s shirts BUT when you wear a cal poly slo shirt at cal poly pomona i have to wonder why
71,2018-10-25 01:36:08,Cal Poly Pomona Pumpkin Patch 2018: https://t.co/DLvdyYILpc via @YouTube
72,2018-10-25 01:32:59,"RT @calpolypomona: Students commuting to our campus will no longer be delayed by a train in Pomona's busiest intersection!

Thanks to @grac…"
73,2018-10-25 01:23:00,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
74,2018-10-25 01:00:30,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
75,2018-10-25 00:54:01,RT @calpolypomona: .@cppenv graphic design student Carlos Aceytuno submitted the winning design for the 2019 @CPRoseFloat “Far Out Frequenc…
76,2018-10-25 00:39:37,"@ClassCpp co-sponsored LA Escena, the first Hispanic Classical Theather festival of LA. @LAEscenaLA @calpolypomona Read more #Thepolypost https://t.co/tFiPzHD5ln"
77,2018-10-24 23:22:39,"Mrs. Andrade and Mrs. Hoffmann attending Femineers training at Cal Poly Pomona. They are getting ready with new, great projects for our McPherson middle school girls. @12tandrade @Sara90039465 https://t.co/WpE2JUXix2"
78,2018-10-24 23:21:59,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
79,2018-10-24 23:21:11,RT @calpolypomona: .@cppenv graphic design student Carlos Aceytuno submitted the winning design for the 2019 @CPRoseFloat “Far Out Frequenc…
80,2018-10-24 22:36:11,RT @calpolypomona: .@cppenv graphic design student Carlos Aceytuno submitted the winning design for the 2019 @CPRoseFloat “Far Out Frequenc…
81,2018-10-24 22:15:01,RT @CharterHigh: A rep from Cal Poly Pomona will be here this Friday October 26th in D-4 at 8:00 am. Interested students need a permission…
82,2018-10-24 20:51:02,Cal Poly Pomona Makes Strong Progress on CSU's Graduation Initiative - Inland Empire https://t.co/ZZMkoqf6Rd
83,2018-10-24 20:39:45,@Mannwee Not near LA but the Pumpkin Patch at Cal Poly Pomona is pretty sick 😪 prob only 45- 50 mins from the city.
84,2018-10-24 20:20:17,".@cppenv graphic design student Carlos Aceytuno submitted the winning design for the 2019 @CPRoseFloat “Far Out Frequencies.” 🎸👽⭐️

""I immediately thought of space and aliens, and this was further enhanced by the fact that I love science fiction."" 

https://t.co/CUP0oS5Tk4 https://t.co/BFThjINWUS"
85,2018-10-24 19:53:09,RT @missmaxwellmhs: Getting CSU ERWC certified at beautiful Cal Poly Pomona today with @mrs_etucker. ✌🏼✌🏼 https://t.co/2dRYYX3gX0
86,2018-10-24 19:50:57,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
87,2018-10-24 19:08:35,Getting CSU ERWC certified at beautiful Cal Poly Pomona today with @mrs_etucker. ✌🏼✌🏼 https://t.co/2dRYYX3gX0
88,2018-10-24 18:38:12,Cal Poly Pomona Makes Strong Progress on CSU's Graduation Initiative - Inland Empire https://t.co/IRvhr4Zfv5
89,2018-10-24 18:26:28,Cal Poly Pomona Makes Strong Progress on CSU’s Graduation Initiative https://t.co/SrnJ4rW96K #inlandempire #education #calpolypomona
90,2018-10-24 18:03:51,"Cal Poly Pomona, Pumpkin Patch https://t.co/RTDBhzSn3C"
91,2018-10-24 17:53:32,RT @inlandempireus: Cal Poly Pomona Makes Strong Progress on CSU’s Graduation Initiative https://t.co/rBcME80B9n @calstate @calpolypomona h…
92,2018-10-24 17:46:11,Who is excited for our club Pumpkin Social on Friday? 🙋‍♀️🙋‍♂️ @ Cal Poly Pomona https://t.co/yeH9Bm3S6G
93,2018-10-24 17:29:31,Cal Poly Pomona Makes Strong Progress on CSU’s Graduation Initiative https://t.co/rBcME80B9n @calstate @calpolypomona https://t.co/NbOfKWDfX7
94,2018-10-24 16:35:12,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
95,2018-10-24 16:34:27,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
96,2018-10-24 16:25:37,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
97,2018-10-24 15:36:57,"Shout out to the awesome RAMPers who volunteered during our 30th Celebration! Thank you, Cesar Becerra and Denise Guevara! We hope you enjoy your RAMP swag. #CPPRAMPturns30 #CPPRAMP #WeareCPP #TRIOSSS #RAMPersrock — at Cal Poly Pomona https://t.co/cqY13WTa14"
98,2018-10-24 15:23:06,"Such a sweet ""Welcome Back"" sign. They really do care😳😂lol

Unreal.😝 @ Cal Poly Pomona https://t.co/6c2OiVzNFL"
99,2018-10-24 15:16:17,@ everyone attending cal poly pomona:
100,2018-10-24 14:50:43,"I hate Cal Poly Pomona rn, they lost my transcripts 3 times already."
101,2018-10-24 07:06:34,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
102,2018-10-24 06:20:20,Designer Behind 2019 Rose Float is Cal Poly Pomona Student https://t.co/XGbLBwvoQw
103,2018-10-24 05:55:11,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
104,2018-10-24 05:04:16,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
105,2018-10-24 04:54:54,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
106,2018-10-24 02:57:31,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
107,2018-10-24 02:17:34,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
108,2018-10-24 01:52:35,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
109,2018-10-24 01:33:36,RT @FoothillTransit: Need a little pick-me-up? How about the story of this inspiring Cal Poly Pomona student: https://t.co/Isw3uf804S
110,2018-10-24 01:31:13,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
111,2018-10-24 00:17:13,"RT @calpolypomona: Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospital…"
112,2018-10-24 00:14:49,"Cal Poly Pomona is a national leader in awarding bachelor degrees to minority students in Architecture @cppenv, Hospitality management, Business @CBACPP, Engineering @cppengineering, and Agriculture @CPPAgri. 

Find out more about the rankings here: https://t.co/PawCGeVEne https://t.co/SyhGwCjxPE"
113,2018-10-23 23:52:03,"RT @shhscounseling_: If you are interested in touring Cal Poly Pomona on October 29th or UC Irvine on November 17th, pick up a permission s…"
114,2018-10-23 22:23:34,Need a little pick-me-up? How about the story of this inspiring Cal Poly Pomona student: https://t.co/Isw3uf804S
115,2018-10-23 20:30:34,@DLoesch They're actually kind of docile. I don't mean to freak you out but kids got to hold them at Cal Poly Pomona: https://t.co/TT4uO74UWM
116,2018-10-23 19:28:03,"If you are interested in touring Cal Poly Pomona on October 29th or UC Irvine on November 17th, pick up a permission slip in the counseling office. Priority will be given to the first 50 juniors &amp; seniors who are on track to meet the A-G requirements @calpolypomona @UCIrvine https://t.co/BP9xC2WTeT"
117,2018-10-23 19:14:35,My meme got 450 likes on the cal poly Pomona memes Instagram page and I was never prepared to handle this fame
118,2018-10-23 17:49:56,Just submitted my transfer application to Cal Poly Pomona and man I’m nervous and excited hopefully all goes according to plan 🙏🏻
119,2018-10-23 16:50:12,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
120,2018-10-23 14:56:19,"Ready to manifest positivity today? I am. 👍😀

#CalPolyPomona #tuesdaymotivation #Manifest
#soulmates #wealth #health #scorpioseason @ Cal Poly Pomona https://t.co/aSJZKYIfRm"
121,2018-10-23 13:24:42,RT @CharterHigh: A rep from Cal Poly Pomona will be here this Friday October 26th in D-4 at 8:00 am. Interested students need a permission…
122,2018-10-23 09:20:44,RT @inlandempireus: Cal Poly Pomona Cybersecurity Team Advances to National Competition  https://t.co/bMg4G67B4t @calpolypomona #pomona #cy…
123,2018-10-23 08:00:30,"Everything at Cal Poly Pomona is overcrowded the classes, the parking lots, the wait lists for classes, the food joints, the gym, the seating. Like what the hell you can't comfortably exist on this damn campus."
124,2018-10-23 06:34:20,"@AyeeStephanie At cal poly Pomona most likely, I been wanting to go for soooooo long but it’s hard with work schedules.  But have fun. Omg take like your Polaroid and so many pictures!!!"
125,2018-10-23 03:58:51,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
126,2018-10-23 03:24:31,RT @vboba24: Seeing everyone getting to go to the cal poly pomona pumpkin patch really puts me in severe depression. Really wish I was back…
127,2018-10-23 02:56:42,Seeing everyone getting to go to the cal poly pomona pumpkin patch really puts me in severe depression. Really wish I was back in Cali😭😭
128,2018-10-23 02:54:05,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
129,2018-10-23 02:28:14,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
130,2018-10-23 02:27:51,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
131,2018-10-23 02:26:54,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
132,2018-10-23 02:24:10,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
133,2018-10-23 02:20:57,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
134,2018-10-23 02:15:43,"RT @CPPeSports: Cheer our courageous players on as they fight for their chance at a spot in nationals!

The team is as follows!
-Henry P.…"
135,2018-10-23 02:13:42,Ok I really need to drive home now from school. This new Ghostbusters World is way too fun. — playing Ghostbusters World at Cal Poly Pomona https://t.co/DNkWCD9R6V
136,2018-10-23 02:10:38,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
137,2018-10-23 02:10:16,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
138,2018-10-23 02:07:15,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
139,2018-10-23 02:06:46,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
140,2018-10-23 02:06:20,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
141,2018-10-23 02:05:59,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
142,2018-10-23 02:05:50,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
143,2018-10-23 00:35:32,CAL POLY POMONA MEN'S TRACK AND FIELD. 💸✨🔥💫 iamkeniv barbershopconnect @cppbroncos @cppxctf  @calpolypomona #BARBERSHOPCONNECT #BARBERLIFE #PROTOCOLBARBERSHOP #CALPOLYPOMONA #WEARECPP #CPP… https://t.co/ejwsVwnkYZ
144,2018-10-23 00:19:09,"Cheer our courageous players on as they fight for their chance at a spot in nationals!

The team is as follows!
-Henry P.  IGN: Veni
-Nate M.  IGN: Lobster
-Kevin C.  IGN: GoodJobKev
-Travis A.  IGN: DasPlatypus

LETS GO CAL POLY POMONA ROCKET LEAGUE!!!!!!!!!"
145,2018-10-22 23:53:13,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
146,2018-10-22 23:43:09,RT @arbynolarte: can't believe the fate of cal poly pomona sustainability lies in three filipinos https://t.co/AaxTBhA8ne
147,2018-10-22 23:23:21,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
148,2018-10-22 22:19:10,RT @ChaffeyAVID: AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pom…
149,2018-10-22 22:01:32,What’s a good pumpkin patch to go to besides cal poly Pomona
150,2018-10-22 21:37:25,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
151,2018-10-22 21:36:52,RT @arbynolarte: can't believe the fate of cal poly pomona sustainability lies in three filipinos https://t.co/AaxTBhA8ne
152,2018-10-22 21:20:14,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
153,2018-10-22 21:09:09,a pumpkin a day keeps the witches away 🎃 @ Cal Poly Pomona Pumpkin Festival at AGRIscapes https://t.co/0mKeEvji8b
154,2018-10-22 20:42:01,AVID Freshmen split up in two groups &amp; visit TWO of our CJUHSD partner universities: University of Redlands &amp; Cal Poly Pomona! Already making your college dreams REALities! @UofRedlands  @CalPoly #CHSavidfieldtrips https://t.co/pqNEQg9ImR
155,2018-10-22 20:10:47,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
156,2018-10-22 19:17:19,"RCHS students on their campus tour of Cal Poly Pomona!  Interesting Fact: The tallest rock wall in the CSU system is in the BRIC at CPP!!!
@RCHS_Cougars @jonisiegel @RCHSAVID @RCHS_activities https://t.co/x897rdD5RR"
157,2018-10-22 18:50:45,Cal poly Pomona gives me high blood pressure
158,2018-10-22 18:30:50,"RT @apl760: cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared f…"
159,2018-10-22 18:27:37,"cal poly pomona, where they told us for 3 years to be prepared for semester conversion only for the school to not be prepared for semester conversion"
160,2018-10-22 18:02:10,RT @RCHSAchievement: Our Junior AVID students are excited and ready to visit Cal Poly Pomona!!!  @RCHS_Cougars @RCHS_activities @jonisiegel…
161,2018-10-22 17:57:07,A rep from Cal Poly Pomona will be in G3 tomorrow (10/23) at lunch...stop by to learn more about becoming a Bronco! 💚💛 https://t.co/WtgP0mhLsK
162,2018-10-22 16:42:52,"""Yelled ""GET THE FUCK UP OUT MY TRAPHOUSE"" at a frat party to some random dudes and they actually left. Lolololol."" - Cal Poly Pomona"
163,2018-10-22 16:40:39,RT @RCHSAchievement: Our Junior AVID students are excited and ready to visit Cal Poly Pomona!!!  @RCHS_Cougars @RCHS_activities @jonisiegel…
164,2018-10-22 16:40:00,"Cal Poly Pomona’s Campus Health and Wellbeing will host a free screening of ""The S Word"" TOMORROW Oct. 23 at 6PM https://t.co/iAf4MtdIS4 @calpolypomona #SuicidePrevention #SuicideAwareness #MentalHealth https://t.co/okrMmEbOkO"
